predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,social,travel,weather,gsm,amusement,system
2014-04-20,AS14.28,2014-04-18-2014-04-19,7.8,0,1,6.275,-0.35,0.16666666666666666,0.027648097081784534,0.09683982058669682,0.01867361111111112,0.0013251099537037033,0.02090716435185186,0.002000792824074074,0.0005403124999999999,0.027777777777777776,0.008637511574074073,0.0345849247685185
2014-04-21,AS14.28,2014-04-19-2014-04-20,8.0,1,0,7.275,-0.45,0.6666666666666666,0.025914460904582083,0.06808784722591993,0.005721359953703704,0.0001419965277777778,0.023178003472222222,0.001171417824074074,0.00012840277777777782,0.027777777777777776,0.004481533564814816,0.021653668981481473
2014-04-22,AS14.28,2014-04-20-2014-04-21,7.25,1,0,7.9,-0.325,1.0,0.05347023861300935,0.05996535301898365,0.007740653935185184,0.0,0.019374629629629624,0.000992957175925926,0.0002257523148148148,0.0,0.003560156250000001,0.016940555555555556
2014-04-23,AS14.28,2014-04-21-2014-04-22,7.0,1,0,7.625,-0.5,1.0,0.11645478697252278,0.11889292245109873,0.022747123842592594,0.0,0.02100690393518518,0.0020682465277777782,0.00048475694444444445,0.0,0.010144270833333333,0.054030619212962955
2014-04-24,AS14.28,2014-04-22-2014-04-23,8.0,1,0,7.125,-0.20833333333333334,1.0,0.12618387874803716,0.14481428240046454,0.03365048611111113,0.00027651041666666677,0.026920983796296295,0.0020541377314814814,0.0005682638888888889,0.027777777777777776,0.010785717592592592,0.07293967013888887
2014-04-25,AS14.28,2014-04-23-2014-04-24,7.0,0,1,7.5,0.06666666666666665,1.1,0.10712331725421742,0.11933306134685323,0.03836104166666667,0.00027651041666666677,0.030586776620370376,0.0009788483796296294,0.0010648437499999998,0.027777777777777776,0.0042587499999999995,0.05486205439814813
2014-04-26,AS14.28,2014-04-24-2014-04-25,8.0,0,1,7.5,-0.2,1.1,0.12475836933169909,0.0910529571785419,0.02571293402777777,0.00012824074074074075,0.026430081018518525,0.0005182118055555556,0.0011184895833333333,0.0,0.003308616898148148,0.046205972222222225
2014-04-27,AS14.28,2014-04-25-2014-04-26,7.25,0,1,7.5,-0.1,1.0,0.08169766381392264,0.04941263888583137,0.008234774305555553,0.0002685300925925926,0.020254635416666673,0.0012657812500000002,0.0009679803240740742,0.0,0.0012085011574074077,0.022423373842592596
2014-04-28,AS14.28,2014-04-26-2014-04-27,7.5,1,0,7.625,0.125,0.75,0.043076185153453225,0.10479669560022926,0.012392164351851849,0.00029892361111111113,0.020365144675925928,0.001801533564814815,0.0015910243055555558,0.0,0.004326521990740741,0.011472864583333332
2014-04-29,AS14.28,2014-04-27-2014-04-28,7.0,1,0,7.375,-0.125,0.75,0.07274936378837879,0.09585606481328056,0.013072766203703701,0.00015863425925925924,0.011436684027777777,0.0015282986111111114,0.0009859490740740742,0.0,0.003965752314814815,0.016503987268518518
2014-04-30,AS14.28,2014-04-28-2014-04-29,6.2,1,0,7.25,-0.35,0.9,0.04617836368104431,0.014869837962366931,0.004054594907407409,0.0,0.0016831076388888892,0.0004743344907407408,0.0,0.0,0.00043402199074074084,0.009596024305555555
2014-05-01,AS14.28,2014-04-29-2014-04-30,6.4,1,0,6.6,-0.2,0.5,0.015299128125826612,0.007929386572429427,0.0023429108796296297,0.0,0.004583773148148148,0.0,0.0,0.0,0.0,0.001354166666666667
2014-05-02,AS14.28,2014-04-30-2014-05-01,6.8,0,1,6.300000000000001,-0.4,0.30000000000000004,0.04404459240389147,0.05685544559387146,0.013917459490740743,0.0005159317129629628,0.01818353009259259,0.00047982060185185194,0.00023288194444444444,0.027777777777777776,0.006233194444444446,0.03842043402777775
2014-05-03,AS14.28,2014-05-01-2014-05-02,7.4,0,1,6.6,-0.55,0.7,0.06987728129673366,0.09993936921021451,0.02687256365740741,0.0005449999999999999,0.029900098379629626,0.0006543923611111112,0.00023288194444444444,0.05555555555555555,0.008038466435185188,0.05990124999999997
2014-05-04,AS14.28,2014-05-02-2014-05-03,6.8,0,1,7.1,-0.25,1.0,0.06823119105854458,0.09718539352218311,0.029164600694444445,9.871527777777778e-05,0.02732365740740741,0.00017457175925925924,0.000254224537037037,0.08333333333333333,0.00534171875,0.043148402777777775
2014-05-05,AS14.28,2014-05-03-2014-05-04,7.0,1,0,7.1,-0.2,0.8333333333333333,0.04170892473361997,0.09486495948500107,0.021361024305555552,6.964699074074074e-05,0.01994423611111111,0.0006872974537037037,0.00042832175925925926,0.05555555555555555,0.008737934027777778,0.04010545717592594
