,Unnamed: 0,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
32,2014-04-21,7.8,-1.6,1.0,0.11113403727863057,0.16379391204703736,0.1006576041666666,0.00014039351851851854,0.0,0.02659123842592594,0.0,0.0,0.0,0.03314172453703703,0.0095440162037037
33,2014-04-22,8.0,-0.8,1.2,0.1486342325363091,0.1251983564788544,0.05289144675925926,0.0003486342592592593,0.0,0.015600104166666672,0.0,0.0,0.3333333333333333,0.020280277777777776,0.01524913194444445
34,2014-04-23,7.6,-1.4,1.0,0.09362551945885278,0.11941410880121912,0.05670537037037035,0.0013575810185185186,0.0,0.023164282407407408,0.0,0.0,0.0,0.032167372685185186,0.008564999999999994
35,2014-04-24,8.2,-1.2,1.2,0.13419763007341504,0.1284970833581907,0.06874991898148149,0.0006384722222222221,0.0,0.0311446875,0.0,0.0,0.0,0.0180725,0.0066963425925925905
36,2014-04-25,7.5,-1.0,1.0,0.14113887003386047,0.16358266205423394,0.043946527777777786,0.0,0.0,0.015063287037037031,0.0015123148148148144,0.0,0.0,0.0712902199074074,0.02587554398148148
37,2014-04-26,7.8,-1.2,1.0,0.34510378510378514,0.1468090162122692,0.046170462962962976,0.0,0.00012769675925925926,0.017571319444444445,0.0,8.131944444444445e-05,0.13333333333333333,0.047325787037037034,0.20991486111111124
38,2014-04-27,7.8,-1.0,1.0,0.12608118646519642,0.14131966435246998,0.02038443287037037,0.0,0.0,0.01107065972222222,0.0,0.0002665856481481481,0.06666666666666668,0.06718287037037035,0.01574020833333334
39,2014-04-28,8.0,-1.0,1.0,0.2036759696652048,0.1518098148013707,0.03262938657407408,0.002395960648148148,5.9999999999999995e-05,0.025912199074074084,0.0008957870370370371,0.0,0.26666666666666666,0.06252605324074073,0.04386797453703705
40,2014-04-29,8.0,-1.0,1.0,0.1709965409605352,0.17012347221098578,0.07998780092592593,0.0004889583333333333,0.0,0.01420165509259259,0.0015009143518518518,0.0,0.06666666666666668,0.036680925925925936,0.025823252314814825
41,2014-04-30,7.8,-1.2,1.0,0.16108352027217282,0.15174152778806507,0.0586314236111111,0.0,5.811342592592593e-05,0.02108641203703704,0.0016511111111111112,0.0,0.4,0.031878032407407414,0.05849243055555552
42,2014-05-01,8.2,-1.0,1.0,0.16309989065219965,0.19157422454820736,0.07099767361111109,0.0,0.0,0.01814255787037037,0.0027737847222222218,0.0,0.2,0.04187005787037036,0.028450671296296286
43,2014-05-02,8.0,-1.0,1.0,0.13587670842449234,0.1999723032310052,0.07622708333333335,0.001527789351851852,0.0,0.02011532407407408,0.0019892708333333338,0.0,0.13333333333333333,0.08407341435185184,0.016539236111111102
44,2014-05-03,7.8,-1.2,1.0,0.1819733305036785,0.06356502314684566,0.012213472222222221,0.0,0.0,0.013262662037037036,0.0,0.0,0.2,0.03231950231481481,0.004779212962962963
45,2014-05-04,7.8,-1.4,1.0,0.2097222222222221,0.05433944444965436,0.007191527777777779,0.0,0.0,0.011634849537037036,0.0,0.0,0.0,0.023825798611111112,0.007848564814814815
