,mood,arousal,valence,activity,screen,communication,finance,social,travel,weather,gsm,amusement,system
18,5.8,-0.2,0.0,0.03475107975080799,0.1215128240485986,0.027896446759259272,0.002366226851851851,0.018436215277777786,0.00165875,0.0008238194444444444,0.0,0.013987476851851852,0.044422893518518504
19,6.75,-0.5,0.3333333333333333,0.020545114412761075,0.07216681712479506,0.009450775462962963,0.00028399305555555556,0.023378113425925932,0.002342835648148148,0.0002568055555555556,0.05555555555555555,0.0032875462962962975,0.02474695601851851
20,7.8,-0.4,1.0,0.03128380739640309,0.06400887732704481,0.0019919444444444438,0.0,0.02297789351851851,0.0,0.0,0.0,0.005675520833333334,0.01856038194444444
21,8.0,-0.25,1.0,0.07565666982961561,0.05592182871092248,0.013489363425925925,0.0,0.015771365740740735,0.001985914351851852,0.0004515046296296296,0.0,0.0014447916666666667,0.015320729166666667
22,7.25,-0.75,1.0,0.15725290411542994,0.18186401619127496,0.032004884259259264,0.0,0.02624244212962962,0.0021505787037037036,0.0005180092592592593,0.0,0.01884375,0.09274050925925924
23,7.0,0.3333333333333333,1.0,0.0951148533806444,0.10776454860965413,0.03529608796296298,0.0005530208333333335,0.027599525462962966,0.001957696759259259,0.0006185185185185185,0.05555555555555555,0.002727685185185185,0.053138831018518504
24,8.0,-0.2,1.2,0.11913178112779042,0.13090157408405234,0.04142599537037036,0.0,0.03357402777777778,0.0,0.0015111689814814814,0.0,0.0057898148148148145,0.05658527777777776
25,7.0,-0.2,1.0,0.13038495753560778,0.05120434027303145,0.009999872685185181,0.0002564814814814815,0.019286134259259267,0.0010364236111111114,0.0007258101851851852,0.0,0.0008274189814814815,0.03582666666666668
26,8.0,0.0,1.0,0.0330103700922375,0.04762093749863129,0.0064696759259259265,0.00028057870370370373,0.021223136574074077,0.001495138888888889,0.0012101504629629632,0.0,0.0015895833333333337,0.009020081018518516
27,7.25,0.25,0.5,0.053142000214668944,0.16197245370182725,0.01831465277777777,0.0003172685185185185,0.019507152777777776,0.002107928240740741,0.0019718981481481484,0.0,0.007063460648148149,0.013925648148148147
28,7.5,-0.5,1.0,0.09235672736208862,0.029739675924733866,0.007830879629629632,0.0,0.003366215277777778,0.0009486689814814815,0.0,0.0,0.0008680439814814815,0.019082326388888887
29,7.0,-0.2,0.8,0.0,0.0,0.0002783101851851853,0.0,0.0,0.0,0.0,0.0,0.0,0.00010972222222222222
30,6.2,-0.2,0.2,0.030598256251653223,0.015858773144858854,0.004407511574074074,0.0,0.009167546296296297,0.0,0.0,0.0,0.0,0.0025986111111111114
31,6.4,-0.6,0.4,0.05749092855612972,0.09785211804288407,0.023427407407407407,0.0010318634259259257,0.027199513888888877,0.000959641203703704,0.0004657638888888889,0.05555555555555555,0.01246638888888889,0.07424225694444439
32,6.8,-0.5,1.0,0.08226363403733761,0.10202662037754497,0.030317719907407406,5.813657407407407e-05,0.03260068287037037,0.00034914351851851854,0.0,0.05555555555555555,0.003610543981481482,0.045560243055555553
33,7.4,0.0,1.0,0.05419874807975157,0.09234416666682123,0.02801148148148148,0.00013929398148148148,0.02204663194444445,0.0,0.000508449074074074,0.1111111111111111,0.007072893518518518,0.04073656250000001
34,6.8,-0.4,0.6666666666666666,0.029219101387488376,0.09738575230318089,0.014710567129629629,0.0,0.01784184027777777,0.0013745949074074075,0.00034819444444444443,0.0,0.010402974537037037,0.03947435185185186
35,7.0,0.5,1.0,0.06396706485711144,0.0719579976797104,0.015245034722222228,9.297453703703703e-05,0.019156921296296304,0.0005527430555555556,0.0006188657407407407,0.0,0.005964490740740741,0.020342743055555553
