mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
8.0,-0.25,0.25,0.1547806052191322,0.10422732639367929,0.03293469907407406,0.0,0.016143206018518524,0.05363405092592593,0.0007511805555555556,0.14285714285714285,0.005646898148148148,0.006194074074074076
7.0,-0.6,0.2,0.07083333333333326,0.08687541666130223,0.024893113425925924,0.0,0.385220150462963,0.04970659722222224,0.00035046296296296296,0.2857142857142857,0.0,0.004162881944444445
7.5,-0.5,0.75,0.008417145593869736,0.03570267361347324,0.011745787037037037,0.0,0.0024538078703703705,0.018612615740740742,0.0,0.0,0.0,0.0008253587962962964
7.2,0.0,0.4,0.11076388888888887,0.04336827546634057,0.014289270833333334,0.0,0.0037963541666666666,0.023751805555555554,0.0,0.0,0.0,0.00039380787037037026
6.4,-0.2,0.0,0.16646602328706814,0.14985880786070122,0.056229768518518526,0.0,0.0201685300925926,0.045393252314814815,0.007825185185185185,1.0,0.0018158564814814812,0.019389594907407406
7.6,0.6,0.6,0.09481132256815117,0.13915486112512923,0.03858153935185185,0.0,0.018520833333333334,0.04725344907407407,0.0048513078703703695,0.35714285714285715,0.00460363425925926,0.004533194444444442
7.8,0.2,1.0,0.1866131513274128,0.11111696762343254,0.043042928240740755,0.0,0.01230407407407406,0.03669033564814815,0.006417164351851852,0.21428571428571427,0.012603807870370371,0.004833125000000001
7.5,0.0,0.75,0.16510803391777293,0.04536821760237219,0.02740996527777779,0.0,0.007648229166666665,0.0014977314814814814,0.0025629050925925928,0.07142857142857142,0.0,0.006575624999999996
6.0,0.0,0.0,0.269335092679129,0.12128851854966749,0.0398598148148148,0.0,0.011970706018518516,0.06029283564814816,0.000546087962962963,0.42857142857142855,0.0,0.006491712962962963
6.5,-0.75,0.0,0.04489559826132297,0.08192581018639933,0.01031188657407407,0.0,0.005984872685185188,0.05736026620370372,0.0,0.0,0.003679421296296296,0.015096469907407402
7.0,-0.4,0.4,0.07879215708108615,0.08675767362393716,0.021576342592592588,0.0,0.007911712962962962,0.02922170138888889,0.005297372685185185,0.0,0.01768774305555556,0.007015787037037034
7.6,0.4,0.8,0.2085233883666979,0.1379026041400653,0.03793695601851851,0.0007908796296296295,0.018644641203703707,0.03586853009259259,0.00041192129629629635,0.07142857142857142,0.024548182870370368,0.022136064814814817
7.8,-0.4,0.2,0.09121493415357156,0.10631635416713026,0.03717120370370369,0.0,0.007989525462962962,0.04790494212962963,0.0005851851851851852,0.21428571428571427,0.0021003587962962963,0.012710300925925922
7.6,0.0,0.4,0.13183429371661345,0.07071888887495906,0.048560763888888886,0.0,0.025499282407407408,0.01260024305555555,0.0,0.0,0.0,0.0038862384259259254
